incident_id,service_type,address,city,start_time,restoration_time,outage_duration_minutes,customers_affected,cause,weather_condition,crew_dispatched
619,Water Pipeline,Ermita District,City of Manila,1/8/2022 10:10,10/26/2022 14:08,932,5535,Fallen Tree Branch,Heavy Rain,Yes
620,Electric Grid,North Bay Boulevard,Navotas City,7/10/2026 4:59,2/19/2023 23:34,842,9393,Equipment Age,Heavy Rain,No
621,Electric Grid,North Bay Boulevard,Navotas City,8/22/2022 7:54,9/26/2024 2:03,1221,3172,Lightning,Heatwave,No
622,Electric Grid,Ermita District,City of Manila,2/22/2025 1:57,2/3/2022 1:07,1250,3377,Pipe Burst,Heavy Rain,Yes
623,Water Pipeline,Ermita District,City of Manila,4/5/2026 20:51,5/18/2026 4:29,689,5380,Fallen Tree Branch,Heatwave,No
624,Water Pipeline,North Bay Boulevard,Navotas City,1/31/2026 9:33,5/19/2022 6:15,980,9629,Fallen Tree Branch,Heavy Rain,No
625,Electric Grid,North Bay Boulevard,Navotas City,9/15/2025 3:26,10/16/2024 16:18,544,5300,Equipment Age,Clear,Yes
626,Water Pipeline,Ermita District,City of Manila,3/23/2023 2:20,7/26/2022 16:48,375,9829,Equipment Age,Clear,Yes
627,Water Pipeline,Ermita District,City of Manila,1/20/2024 23:00,2/12/2024 8:42,875,7707,Fallen Tree Branch,Clear,Yes
628,Water Pipeline,Ermita District,City of Manila,9/18/2025 19:06,1/19/2026 3:02,927,3842,Equipment Age,Heatwave,No
629,Water Pipeline,North Bay Boulevard,Navotas City,4/29/2026 7:21,1/16/2025 13:37,1383,2708,Fallen Tree Branch,High Wind,No
630,Water Pipeline,Ermita District,City of Manila,2/28/2022 20:15,6/22/2025 3:37,465,3681,Equipment Age,High Wind,No
631,Electric Grid,Ermita District,City of Manila,10/22/2023 5:19,8/13/2022 8:34,592,1303,Pipe Burst,Heatwave,Yes
632,Water Pipeline,Ermita District,City of Manila,1/17/2022 3:39,10/14/2022 9:22,286,7159,Fallen Tree Branch,Heavy Rain,No
633,Electric Grid,Ermita District,City of Manila,8/17/2024 13:09,1/21/2022 18:31,540,7090,Fallen Tree Branch,High Wind,No
634,Electric Grid,Ermita District,City of Manila,8/5/2026 20:58,7/9/2026 16:00,103,7443,Lightning,Heavy Rain,Yes
635,Water Pipeline,Ermita District,City of Manila,12/3/2023 16:03,2/1/2026 6:04,1265,544,Equipment Age,Heatwave,No
636,Electric Grid,North Bay Boulevard,Navotas City,8/24/2024 19:32,10/9/2024 13:55,974,9214,Pipe Burst,High Wind,No
637,Water Pipeline,Ermita District,City of Manila,3/11/2025 19:42,10/22/2024 5:48,534,8423,Pipe Burst,Heavy Rain,Yes
638,Water Pipeline,Ermita District,City of Manila,11/19/2023 11:27,5/5/2023 5:29,530,4495,Lightning,High Wind,No
639,Water Pipeline,Ermita District,City of Manila,1/27/2023 15:31,4/16/2024 1:06,742,4311,Pipe Burst,Heavy Rain,Yes
640,Water Pipeline,North Bay Boulevard,Navotas City,11/4/2022 10:23,2/17/2026 4:44,26,7745,Equipment Age,Heavy Rain,Yes
641,Electric Grid,Ermita District,City of Manila,10/6/2025 6:03,2/13/2022 9:30,1184,4337,Equipment Age,Heavy Rain,Yes
642,Water Pipeline,North Bay Boulevard,Navotas City,4/17/2023 6:42,10/30/2025 2:50,1128,9323,Lightning,Clear,Yes
643,Water Pipeline,North Bay Boulevard,Navotas City,7/17/2022 21:44,4/16/2024 21:57,899,7870,Lightning,High Wind,No
644,Electric Grid,Ermita District,City of Manila,1/2/2026 1:13,12/30/2025 7:08,884,9253,Fallen Tree Branch,Heatwave,No
645,Electric Grid,North Bay Boulevard,Navotas City,5/14/2022 4:47,5/31/2023 7:28,249,3809,Lightning,Clear,Yes
646,Water Pipeline,North Bay Boulevard,Navotas City,9/23/2022 4:12,10/8/2022 2:39,635,5919,Pipe Burst,Clear,Yes
647,Water Pipeline,North Bay Boulevard,Navotas City,9/14/2025 12:16,12/1/2023 11:29,252,3127,Fallen Tree Branch,Heavy Rain,Yes
648,Electric Grid,North Bay Boulevard,Navotas City,3/26/2024 3:05,8/17/2024 20:58,382,190,Fallen Tree Branch,Heavy Rain,No
649,Water Pipeline,Ermita District,City of Manila,1/14/2024 21:52,5/21/2024 17:27,528,2109,Lightning,Heatwave,No
650,Electric Grid,North Bay Boulevard,Navotas City,6/22/2022 19:06,6/30/2022 10:45,13,1601,Equipment Age,Heavy Rain,Yes
651,Water Pipeline,Ermita District,City of Manila,6/20/2023 23:46,6/24/2026 8:44,571,7531,Lightning,Clear,Yes
652,Water Pipeline,North Bay Boulevard,Navotas City,6/2/2024 4:33,9/9/2025 3:45,673,851,Equipment Age,Heavy Rain,No
653,Water Pipeline,North Bay Boulevard,Navotas City,2/18/2025 12:13,12/24/2024 4:51,1210,1580,Lightning,Heavy Rain,Yes
654,Electric Grid,Ermita District,City of Manila,11/18/2025 6:44,2/6/2022 13:59,366,8532,Lightning,Clear,No
655,Water Pipeline,North Bay Boulevard,Navotas City,3/27/2026 16:28,4/2/2023 12:23,781,3029,Fallen Tree Branch,Clear,Yes
656,Water Pipeline,North Bay Boulevard,Navotas City,10/11/2022 11:17,6/13/2023 6:14,1407,926,Pipe Burst,Clear,No
657,Electric Grid,Ermita District,City of Manila,2/5/2024 1:50,2/8/2025 7:38,705,2205,Equipment Age,Clear,Yes
658,Water Pipeline,North Bay Boulevard,Navotas City,11/1/2025 19:50,2/6/2023 10:37,400,6063,Pipe Burst,Heatwave,No
659,Water Pipeline,Ermita District,City of Manila,3/21/2022 9:28,11/20/2022 11:12,615,6520,Lightning,Clear,Yes
660,Water Pipeline,North Bay Boulevard,Navotas City,12/31/2022 7:38,5/6/2026 14:57,830,2168,Lightning,Heatwave,No
661,Water Pipeline,North Bay Boulevard,Navotas City,3/2/2025 10:12,9/14/2022 16:11,670,7080,Fallen Tree Branch,Heavy Rain,No
662,Water Pipeline,Ermita District,City of Manila,2/20/2023 6:03,2/7/2024 21:08,1424,6722,Equipment Age,High Wind,No
663,Electric Grid,North Bay Boulevard,Navotas City,3/15/2024 12:30,4/18/2023 5:08,1435,8314,Fallen Tree Branch,Heatwave,No
664,Water Pipeline,North Bay Boulevard,Navotas City,5/2/2023 13:35,1/3/2023 21:18,213,8093,Equipment Age,Clear,Yes
665,Water Pipeline,Ermita District,City of Manila,7/27/2023 16:11,10/22/2026 14:57,279,4363,Equipment Age,Clear,No
666,Electric Grid,North Bay Boulevard,Navotas City,4/22/2024 0:20,12/11/2024 9:44,145,8926,Equipment Age,High Wind,No
667,Water Pipeline,Ermita District,City of Manila,3/16/2022 7:46,7/24/2023 1:23,1276,5712,Lightning,Heavy Rain,Yes
668,Water Pipeline,North Bay Boulevard,Navotas City,1/7/2025 18:46,6/12/2023 17:43,272,8816,Pipe Burst,High Wind,Yes
669,Electric Grid,North Bay Boulevard,Navotas City,2/10/2025 16:20,12/14/2022 0:44,1358,7542,Fallen Tree Branch,Clear,No
670,Electric Grid,Ermita District,City of Manila,3/20/2024 5:15,1/14/2025 6:45,374,8892,Lightning,Heavy Rain,Yes
671,Water Pipeline,Ermita District,City of Manila,8/10/2022 5:54,12/24/2023 11:31,1227,7884,Pipe Burst,High Wind,Yes
672,Water Pipeline,Ermita District,City of Manila,3/15/2023 20:34,2/14/2022 2:06,381,9048,Fallen Tree Branch,Heavy Rain,Yes
673,Water Pipeline,North Bay Boulevard,Navotas City,8/2/2022 10:23,1/22/2022 3:52,769,6372,Fallen Tree Branch,High Wind,No
674,Electric Grid,Ermita District,City of Manila,9/25/2025 15:21,6/12/2025 14:53,694,3605,Pipe Burst,Heatwave,Yes
675,Water Pipeline,North Bay Boulevard,Navotas City,4/4/2024 18:21,8/16/2026 10:45,607,3879,Lightning,Heavy Rain,No
676,Electric Grid,North Bay Boulevard,Navotas City,8/22/2026 21:37,4/11/2022 2:23,202,8544,Lightning,Heavy Rain,Yes
677,Water Pipeline,North Bay Boulevard,Navotas City,7/4/2025 23:06,12/24/2023 18:45,614,2039,Pipe Burst,High Wind,Yes
678,Electric Grid,North Bay Boulevard,Navotas City,6/12/2026 7:01,1/17/2025 2:31,55,3103,Lightning,Heavy Rain,No
679,Electric Grid,Ermita District,City of Manila,6/30/2022 8:11,3/14/2025 20:23,205,3453,Lightning,Heavy Rain,Yes
680,Electric Grid,Ermita District,City of Manila,9/2/2025 20:02,6/7/2026 5:05,1392,2159,Lightning,Heatwave,No
681,Electric Grid,North Bay Boulevard,Navotas City,2/21/2025 4:22,12/30/2024 21:43,379,5558,Pipe Burst,Clear,Yes
682,Water Pipeline,Ermita District,City of Manila,5/12/2023 7:01,7/6/2023 11:54,1095,5682,Equipment Age,Heatwave,No
683,Water Pipeline,Ermita District,City of Manila,4/9/2024 23:19,4/6/2025 20:26,826,7054,Equipment Age,Heatwave,No
684,Electric Grid,Ermita District,City of Manila,11/20/2023 8:18,10/28/2024 7:13,417,2919,Pipe Burst,Clear,No
685,Electric Grid,North Bay Boulevard,Navotas City,3/26/2022 18:20,11/5/2023 1:47,1029,392,Fallen Tree Branch,Heatwave,No
686,Electric Grid,Ermita District,City of Manila,8/29/2025 13:20,11/3/2023 12:56,37,4087,Equipment Age,Heatwave,No
687,Water Pipeline,North Bay Boulevard,Navotas City,3/5/2023 2:47,3/2/2024 20:11,9,9199,Lightning,Clear,No
688,Electric Grid,North Bay Boulevard,Navotas City,6/25/2023 3:59,1/16/2025 13:47,547,8901,Equipment Age,Heatwave,No
689,Electric Grid,Ermita District,City of Manila,7/15/2022 7:28,2/18/2022 21:14,1169,8725,Equipment Age,Heatwave,No
690,Electric Grid,North Bay Boulevard,Navotas City,1/9/2022 9:34,6/1/2024 0:36,513,8882,Fallen Tree Branch,Heatwave,No
691,Electric Grid,Ermita District,City of Manila,9/22/2023 9:13,12/16/2025 16:22,1432,5688,Pipe Burst,Heavy Rain,Yes
692,Electric Grid,North Bay Boulevard,Navotas City,12/21/2023 1:06,6/22/2025 20:12,5,3727,Pipe Burst,Heatwave,Yes
693,Water Pipeline,Ermita District,City of Manila,9/22/2024 14:57,9/21/2026 23:29,712,3280,Fallen Tree Branch,High Wind,No
694,Water Pipeline,Ermita District,City of Manila,2/22/2023 2:51,2/20/2025 7:23,1084,3497,Fallen Tree Branch,Heatwave,No
695,Water Pipeline,Ermita District,City of Manila,12/7/2026 10:06,9/8/2022 17:43,569,1957,Lightning,Clear,No
696,Electric Grid,Ermita District,City of Manila,2/13/2024 12:13,3/21/2026 13:39,515,4841,Lightning,Heatwave,No
697,Water Pipeline,North Bay Boulevard,Navotas City,11/6/2024 2:31,8/19/2022 5:13,780,3380,Fallen Tree Branch,Heavy Rain,No
698,Water Pipeline,North Bay Boulevard,Navotas City,5/12/2023 7:44,2/12/2023 7:54,1114,4599,Fallen Tree Branch,High Wind,No
699,Electric Grid,Ermita District,City of Manila,11/19/2024 13:19,9/22/2024 0:11,761,5923,Fallen Tree Branch,Heavy Rain,Yes
700,Water Pipeline,Ermita District,City of Manila,2/8/2024 19:19,3/3/2024 8:19,200,9376,Fallen Tree Branch,High Wind,Yes
701,Water Pipeline,Ermita District,City of Manila,5/22/2026 8:43,11/6/2025 19:45,853,8563,Lightning,Heatwave,No
702,Water Pipeline,North Bay Boulevard,Navotas City,11/19/2023 20:49,10/16/2025 11:35,283,2195,Fallen Tree Branch,Heavy Rain,Yes
703,Water Pipeline,North Bay Boulevard,Navotas City,2/26/2023 4:22,3/22/2022 2:36,1375,7318,Fallen Tree Branch,Heavy Rain,Yes
704,Water Pipeline,North Bay Boulevard,Navotas City,5/28/2022 16:12,12/11/2023 18:10,697,4097,Lightning,Heatwave,Yes
705,Electric Grid,Ermita District,City of Manila,2/12/2023 16:49,2/13/2024 20:55,881,7017,Pipe Burst,High Wind,Yes
706,Water Pipeline,North Bay Boulevard,Navotas City,12/25/2023 1:21,8/8/2024 12:45,1103,9805,Pipe Burst,Clear,No
707,Water Pipeline,North Bay Boulevard,Navotas City,7/7/2024 1:16,4/25/2022 22:27,97,3214,Pipe Burst,High Wind,No
708,Water Pipeline,North Bay Boulevard,Navotas City,7/11/2022 1:29,9/17/2022 14:41,728,6800,Pipe Burst,Heatwave,No
709,Electric Grid,North Bay Boulevard,Navotas City,1/12/2026 13:36,3/28/2023 19:38,400,4799,Lightning,High Wind,Yes
710,Electric Grid,Ermita District,City of Manila,5/26/2024 2:03,9/27/2022 8:07,271,9425,Lightning,High Wind,No
711,Electric Grid,Ermita District,City of Manila,6/23/2024 3:53,8/10/2024 9:46,487,5654,Fallen Tree Branch,High Wind,Yes
712,Water Pipeline,North Bay Boulevard,Navotas City,12/17/2024 23:11,9/18/2025 3:16,1308,7970,Fallen Tree Branch,High Wind,No
713,Electric Grid,North Bay Boulevard,Navotas City,11/4/2022 10:44,10/23/2025 0:35,1380,8632,Equipment Age,Heatwave,Yes
714,Electric Grid,Ermita District,City of Manila,12/25/2023 14:28,11/23/2025 15:05,649,2021,Lightning,Heatwave,Yes
715,Water Pipeline,North Bay Boulevard,Navotas City,11/1/2023 20:44,11/9/2025 1:16,226,6098,Fallen Tree Branch,Heatwave,No
716,Water Pipeline,Ermita District,City of Manila,11/8/2023 14:37,6/1/2026 1:40,281,7727,Equipment Age,Clear,Yes
717,Water Pipeline,North Bay Boulevard,Navotas City,6/27/2022 9:15,4/2/2025 8:08,466,7212,Equipment Age,Heatwave,No
718,Electric Grid,Ermita District,City of Manila,10/20/2024 0:32,6/17/2023 12:59,57,7179,Fallen Tree Branch,Heatwave,No
719,Electric Grid,North Bay Boulevard,Navotas City,1/24/2022 19:44,6/15/2023 11:18,147,1790,Pipe Burst,Heatwave,Yes
720,Electric Grid,North Bay Boulevard,Navotas City,10/30/2025 1:17,9/28/2023 22:30,1332,3086,Fallen Tree Branch,Heavy Rain,Yes
721,Electric Grid,Ermita District,City of Manila,2/6/2025 18:18,4/14/2023 23:35,455,138,Lightning,Heavy Rain,Yes
722,Water Pipeline,North Bay Boulevard,Navotas City,2/22/2026 21:35,10/31/2025 21:46,564,8115,Pipe Burst,Heatwave,Yes
723,Water Pipeline,North Bay Boulevard,Navotas City,12/20/2025 15:13,3/2/2025 5:00,1137,1048,Pipe Burst,Heatwave,No
724,Electric Grid,North Bay Boulevard,Navotas City,8/1/2026 4:02,5/4/2023 19:19,1426,388,Equipment Age,Heatwave,Yes
725,Water Pipeline,North Bay Boulevard,Navotas City,7/8/2025 3:07,1/16/2024 21:50,2,9484,Equipment Age,Heatwave,No
726,Electric Grid,North Bay Boulevard,Navotas City,11/24/2024 22:59,10/23/2023 2:51,747,151,Lightning,Heavy Rain,No
727,Water Pipeline,North Bay Boulevard,Navotas City,9/8/2023 12:48,8/26/2024 7:04,402,9937,Lightning,Clear,Yes
728,Water Pipeline,North Bay Boulevard,Navotas City,8/18/2022 18:06,1/25/2025 11:35,790,4807,Lightning,Heavy Rain,Yes
729,Water Pipeline,Ermita District,City of Manila,4/11/2025 21:33,5/10/2026 17:57,1112,2902,Lightning,High Wind,No
730,Water Pipeline,North Bay Boulevard,Navotas City,7/30/2024 21:39,10/11/2023 16:07,93,5078,Equipment Age,Heavy Rain,No
731,Water Pipeline,Ermita District,City of Manila,12/5/2023 17:44,1/11/2022 17:26,1401,3271,Pipe Burst,Heatwave,Yes
732,Water Pipeline,Ermita District,City of Manila,7/19/2022 20:12,1/15/2023 15:35,388,2007,Equipment Age,Heatwave,Yes
733,Water Pipeline,North Bay Boulevard,Navotas City,6/19/2023 14:50,7/21/2022 9:30,295,8919,Fallen Tree Branch,Heavy Rain,Yes
734,Water Pipeline,North Bay Boulevard,Navotas City,5/21/2022 0:41,3/27/2022 1:30,584,6142,Fallen Tree Branch,Clear,Yes
735,Electric Grid,Ermita District,City of Manila,5/28/2022 6:26,1/29/2023 17:48,967,2548,Pipe Burst,Heatwave,Yes
736,Electric Grid,Ermita District,City of Manila,6/16/2026 18:43,7/2/2024 15:26,837,4812,Lightning,Heatwave,No
737,Electric Grid,Ermita District,City of Manila,6/14/2026 17:33,1/8/2025 23:16,1278,3870,Equipment Age,Heavy Rain,Yes
738,Electric Grid,Ermita District,City of Manila,8/11/2023 7:05,8/4/2024 21:59,97,4801,Lightning,Heavy Rain,No
739,Electric Grid,Ermita District,City of Manila,4/2/2024 11:33,1/29/2022 16:24,984,1943,Pipe Burst,Clear,Yes
740,Water Pipeline,Ermita District,City of Manila,7/31/2022 11:44,5/10/2023 18:51,1016,716,Fallen Tree Branch,High Wind,Yes
741,Electric Grid,North Bay Boulevard,Navotas City,9/21/2022 17:10,6/21/2024 6:23,161,726,Pipe Burst,High Wind,No
742,Water Pipeline,North Bay Boulevard,Navotas City,9/15/2026 2:22,3/2/2026 22:04,1057,6463,Pipe Burst,Heatwave,Yes
743,Water Pipeline,Ermita District,City of Manila,9/15/2022 1:52,7/17/2025 17:10,406,1801,Lightning,Clear,No
744,Water Pipeline,Ermita District,City of Manila,1/22/2023 13:35,8/1/2026 9:52,135,7943,Fallen Tree Branch,Heatwave,No
745,Electric Grid,Ermita District,City of Manila,8/16/2023 13:16,8/8/2023 23:47,797,38,Lightning,Heatwave,Yes
746,Electric Grid,Ermita District,City of Manila,9/16/2026 2:31,1/30/2023 8:16,1268,186,Lightning,High Wind,No
747,Water Pipeline,North Bay Boulevard,Navotas City,2/19/2026 13:22,9/11/2026 16:04,1202,5224,Lightning,Heatwave,No
748,Water Pipeline,North Bay Boulevard,Navotas City,11/2/2024 6:37,12/15/2022 2:58,943,8291,Fallen Tree Branch,High Wind,No
749,Water Pipeline,Ermita District,City of Manila,10/27/2024 0:00,3/2/2023 12:36,182,6426,Lightning,Heavy Rain,Yes
750,Electric Grid,Ermita District,City of Manila,12/10/2026 5:22,6/22/2024 17:20,190,2904,Lightning,Heavy Rain,Yes
751,Electric Grid,Ermita District,City of Manila,3/17/2025 22:03,2/6/2026 20:50,1144,2298,Pipe Burst,High Wind,Yes
752,Electric Grid,North Bay Boulevard,Navotas City,12/23/2024 3:45,8/3/2025 18:55,1055,150,Equipment Age,Heavy Rain,No
753,Water Pipeline,North Bay Boulevard,Navotas City,3/13/2025 10:59,1/8/2024 12:53,182,1455,Pipe Burst,Clear,Yes
754,Electric Grid,Ermita District,City of Manila,4/20/2022 7:25,2/22/2023 4:10,1021,8509,Equipment Age,Heatwave,Yes
755,Water Pipeline,Ermita District,City of Manila,7/22/2024 12:38,11/28/2023 9:19,827,5918,Pipe Burst,Clear,No
756,Water Pipeline,Ermita District,City of Manila,10/4/2024 4:23,2/23/2026 21:42,1085,3235,Pipe Burst,Heatwave,Yes
757,Water Pipeline,North Bay Boulevard,Navotas City,6/6/2025 14:57,3/5/2022 21:18,997,5133,Equipment Age,High Wind,No
758,Electric Grid,North Bay Boulevard,Navotas City,5/16/2026 0:33,11/8/2022 8:16,379,4217,Equipment Age,Clear,No
759,Electric Grid,North Bay Boulevard,Navotas City,11/11/2026 12:47,7/6/2025 7:07,1391,8606,Pipe Burst,Heatwave,Yes
760,Electric Grid,Ermita District,City of Manila,11/15/2024 14:29,6/2/2022 3:25,1109,7499,Fallen Tree Branch,Clear,No
761,Electric Grid,North Bay Boulevard,Navotas City,6/6/2024 17:16,1/2/2025 7:52,1330,3556,Fallen Tree Branch,High Wind,Yes
762,Electric Grid,North Bay Boulevard,Navotas City,10/3/2022 3:28,1/26/2026 13:37,592,3170,Equipment Age,Clear,No
763,Water Pipeline,North Bay Boulevard,Navotas City,10/23/2026 3:20,2/13/2026 4:13,1045,2426,Equipment Age,Heavy Rain,No
764,Water Pipeline,North Bay Boulevard,Navotas City,7/4/2025 7:07,2/4/2025 18:07,521,6572,Fallen Tree Branch,High Wind,Yes
765,Water Pipeline,North Bay Boulevard,Navotas City,7/18/2024 4:35,6/28/2026 1:49,1246,6498,Equipment Age,Heavy Rain,Yes
766,Water Pipeline,Ermita District,City of Manila,8/14/2025 19:37,10/31/2024 13:33,298,1463,Equipment Age,Heatwave,No
767,Water Pipeline,North Bay Boulevard,Navotas City,1/12/2023 20:35,12/26/2023 23:39,530,7543,Pipe Burst,High Wind,No
768,Water Pipeline,North Bay Boulevard,Navotas City,10/10/2022 19:35,4/3/2022 16:39,780,1701,Lightning,Heatwave,No
769,Water Pipeline,North Bay Boulevard,Navotas City,4/8/2024 0:20,12/8/2023 10:03,967,3970,Pipe Burst,Clear,Yes
770,Water Pipeline,Ermita District,City of Manila,4/15/2022 3:51,12/15/2026 5:26,1254,404,Pipe Burst,Heatwave,No
771,Water Pipeline,Ermita District,City of Manila,9/21/2023 2:22,10/31/2025 9:28,1408,9290,Lightning,Heavy Rain,Yes
772,Electric Grid,North Bay Boulevard,Navotas City,7/8/2026 2:07,2/15/2023 7:33,841,9380,Pipe Burst,Heatwave,Yes
773,Water Pipeline,North Bay Boulevard,Navotas City,8/27/2024 16:32,5/24/2025 11:43,654,3503,Equipment Age,Clear,No
774,Water Pipeline,North Bay Boulevard,Navotas City,6/15/2022 2:22,7/5/2025 6:45,613,3298,Pipe Burst,Clear,No
775,Electric Grid,North Bay Boulevard,Navotas City,11/8/2022 2:01,9/3/2023 14:24,648,9103,Pipe Burst,Heatwave,Yes
776,Electric Grid,Ermita District,City of Manila,8/1/2022 10:38,5/2/2023 0:29,1121,4572,Fallen Tree Branch,Heavy Rain,Yes
777,Water Pipeline,North Bay Boulevard,Navotas City,10/14/2022 20:57,5/21/2025 12:01,887,6887,Lightning,Heavy Rain,No
778,Water Pipeline,North Bay Boulevard,Navotas City,11/5/2023 21:36,3/16/2022 9:12,136,1161,Equipment Age,High Wind,Yes
779,Water Pipeline,Ermita District,City of Manila,10/2/2025 7:12,5/29/2023 8:04,464,7715,Lightning,High Wind,No
780,Electric Grid,Ermita District,City of Manila,12/13/2024 22:31,6/28/2024 6:28,553,8230,Fallen Tree Branch,High Wind,Yes
781,Water Pipeline,Ermita District,City of Manila,10/19/2022 1:23,3/22/2022 5:59,0,7888,Fallen Tree Branch,Heatwave,Yes
782,Water Pipeline,North Bay Boulevard,Navotas City,3/27/2025 12:43,6/8/2025 20:12,564,1483,Equipment Age,Heatwave,No
783,Electric Grid,North Bay Boulevard,Navotas City,8/1/2024 13:22,8/17/2024 3:43,1018,5775,Lightning,Heavy Rain,No
784,Water Pipeline,Ermita District,City of Manila,6/12/2024 23:36,5/30/2024 1:45,193,3906,Pipe Burst,Heatwave,No
785,Electric Grid,Ermita District,City of Manila,12/6/2026 13:18,12/21/2022 11:23,55,588,Fallen Tree Branch,Heavy Rain,No
786,Electric Grid,North Bay Boulevard,Navotas City,8/14/2026 6:54,12/12/2023 15:51,1073,7547,Equipment Age,High Wind,No
787,Electric Grid,Ermita District,City of Manila,3/17/2022 3:52,2/9/2023 19:47,1339,5625,Pipe Burst,Heavy Rain,No
788,Water Pipeline,Ermita District,City of Manila,2/25/2022 4:57,10/26/2023 4:35,5,521,Lightning,Clear,No
789,Water Pipeline,North Bay Boulevard,Navotas City,5/20/2024 22:39,6/27/2024 13:12,679,7377,Fallen Tree Branch,Heavy Rain,No
790,Water Pipeline,North Bay Boulevard,Navotas City,4/19/2026 22:45,12/30/2022 6:41,408,8516,Lightning,High Wind,No
791,Electric Grid,North Bay Boulevard,Navotas City,9/4/2022 18:46,8/6/2025 8:54,1279,1807,Equipment Age,High Wind,No
792,Water Pipeline,Ermita District,City of Manila,2/7/2026 12:58,3/8/2023 23:47,1233,6165,Fallen Tree Branch,Clear,No
793,Electric Grid,Ermita District,City of Manila,3/4/2024 20:37,9/13/2026 10:36,224,3400,Lightning,Heavy Rain,Yes
794,Water Pipeline,Ermita District,City of Manila,7/4/2023 3:16,3/24/2024 22:40,704,2250,Equipment Age,Clear,Yes
795,Electric Grid,North Bay Boulevard,Navotas City,6/29/2022 15:24,3/1/2023 16:18,309,4616,Equipment Age,Heavy Rain,Yes
796,Water Pipeline,Ermita District,City of Manila,11/5/2022 15:53,11/5/2023 20:13,177,5738,Equipment Age,Clear,No
797,Electric Grid,North Bay Boulevard,Navotas City,11/1/2025 4:03,6/1/2025 14:24,483,1759,Pipe Burst,Clear,No
798,Water Pipeline,Ermita District,City of Manila,3/25/2025 13:53,2/27/2024 11:30,845,4640,Pipe Burst,Heavy Rain,Yes
799,Water Pipeline,Ermita District,City of Manila,9/23/2022 8:48,12/28/2023 0:45,44,6874,Fallen Tree Branch,High Wind,No
800,Electric Grid,Ermita District,City of Manila,8/9/2023 8:12,11/1/2022 19:17,102,9866,Equipment Age,High Wind,No
801,Water Pipeline,North Bay Boulevard,Navotas City,4/11/2026 17:00,12/25/2025 11:28,1403,1710,Lightning,Clear,Yes
802,Water Pipeline,Ermita District,City of Manila,4/1/2022 23:09,10/13/2026 21:31,57,1467,Fallen Tree Branch,High Wind,No
803,Electric Grid,North Bay Boulevard,Navotas City,6/28/2025 11:22,4/14/2023 11:08,1322,7642,Fallen Tree Branch,Heavy Rain,No
804,Water Pipeline,North Bay Boulevard,Navotas City,10/28/2025 15:43,1/24/2022 3:01,291,8452,Fallen Tree Branch,High Wind,No
805,Water Pipeline,North Bay Boulevard,Navotas City,9/19/2026 15:11,7/29/2024 2:20,574,132,Equipment Age,Clear,Yes
806,Water Pipeline,Ermita District,City of Manila,9/18/2022 11:53,4/15/2025 17:58,1425,8725,Equipment Age,Clear,No
807,Electric Grid,Ermita District,City of Manila,4/21/2024 16:25,2/13/2025 15:54,766,5777,Fallen Tree Branch,Heatwave,No
808,Water Pipeline,North Bay Boulevard,Navotas City,12/19/2025 4:35,2/9/2025 18:19,634,576,Pipe Burst,High Wind,Yes
809,Electric Grid,Ermita District,City of Manila,7/4/2022 15:38,6/26/2026 18:47,144,4711,Pipe Burst,Clear,No
810,Water Pipeline,North Bay Boulevard,Navotas City,1/12/2025 11:28,3/11/2025 21:37,1117,5557,Fallen Tree Branch,Clear,Yes
811,Water Pipeline,North Bay Boulevard,Navotas City,1/21/2026 18:46,2/24/2022 7:17,1256,4920,Equipment Age,Heavy Rain,Yes
812,Water Pipeline,Ermita District,City of Manila,2/7/2025 0:20,4/11/2026 1:51,533,3076,Pipe Burst,Clear,Yes
813,Water Pipeline,Ermita District,City of Manila,2/10/2024 9:09,10/22/2022 9:23,594,7944,Fallen Tree Branch,High Wind,Yes
814,Electric Grid,North Bay Boulevard,Navotas City,6/13/2026 23:22,8/14/2023 22:36,818,9656,Pipe Burst,Clear,No
815,Electric Grid,North Bay Boulevard,Navotas City,7/27/2025 15:29,9/2/2022 12:13,1225,750,Lightning,Heavy Rain,No
816,Water Pipeline,Ermita District,City of Manila,4/2/2025 6:46,1/28/2023 1:15,1438,3345,Lightning,Heavy Rain,No
817,Electric Grid,Ermita District,City of Manila,4/6/2026 14:24,3/6/2025 22:12,1239,9127,Pipe Burst,Heatwave,Yes
818,Water Pipeline,North Bay Boulevard,Navotas City,11/5/2025 23:57,7/16/2025 14:05,784,539,Lightning,Heatwave,No
819,Electric Grid,Ermita District,City of Manila,5/7/2026 7:31,3/21/2022 9:18,387,5193,Pipe Burst,High Wind,No
820,Electric Grid,North Bay Boulevard,Navotas City,4/24/2023 5:49,12/4/2024 5:15,36,6913,Fallen Tree Branch,Heatwave,No
821,Electric Grid,Ermita District,City of Manila,1/9/2025 2:22,11/28/2022 4:33,352,5827,Pipe Burst,Heavy Rain,No
822,Electric Grid,North Bay Boulevard,Navotas City,5/25/2026 14:28,4/23/2023 0:12,226,5982,Pipe Burst,Heavy Rain,Yes
823,Water Pipeline,North Bay Boulevard,Navotas City,6/21/2022 20:18,12/31/2022 2:41,863,3609,Pipe Burst,Heavy Rain,No
824,Electric Grid,Ermita District,City of Manila,4/18/2025 0:21,11/5/2024 20:01,1212,8049,Fallen Tree Branch,High Wind,Yes
