DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20131027,10/27/2013,1,Sunday,Domingo,Dimanche,27,300,2/13/1900,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131028,10/28/2013,2,Monday,Lunes,Lundi,28,301,2/13/1900,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131029,10/29/2013,3,Tuesday,Martes,Mardi,29,302,2/13/1900,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131030,10/30/2013,4,Wednesday,Miércoles,Mercredi,30,303,2/13/1900,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131031,10/31/2013,5,Thursday,Jueves,Jeudi,31,304,2/13/1900,October,Octubre,Octobre,10,4,2013,2,2,2013,1
20131101,11/1/2013,6,Friday,Viernes,Vendredi,1,305,2/13/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131102,11/2/2013,7,Saturday,Sábado,Samedi,2,306,2/13/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131103,11/3/2013,1,Sunday,Domingo,Dimanche,3,307,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131104,11/4/2013,2,Monday,Lunes,Lundi,4,308,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131105,11/5/2013,3,Tuesday,Martes,Mardi,5,309,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131106,11/6/2013,4,Wednesday,Miércoles,Mercredi,6,310,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131107,11/7/2013,5,Thursday,Jueves,Jeudi,7,311,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131108,11/8/2013,6,Friday,Viernes,Vendredi,8,312,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131109,11/9/2013,7,Saturday,Sábado,Samedi,9,313,2/14/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131110,11/10/2013,1,Sunday,Domingo,Dimanche,10,314,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131111,11/11/2013,2,Monday,Lunes,Lundi,11,315,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131112,11/12/2013,3,Tuesday,Martes,Mardi,12,316,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131113,11/13/2013,4,Wednesday,Miércoles,Mercredi,13,317,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131114,11/14/2013,5,Thursday,Jueves,Jeudi,14,318,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131115,11/15/2013,6,Friday,Viernes,Vendredi,15,319,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131116,11/16/2013,7,Saturday,Sábado,Samedi,16,320,2/15/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131117,11/17/2013,1,Sunday,Domingo,Dimanche,17,321,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131118,11/18/2013,2,Monday,Lunes,Lundi,18,322,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131119,11/19/2013,3,Tuesday,Martes,Mardi,19,323,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131120,11/20/2013,4,Wednesday,Miércoles,Mercredi,20,324,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131121,11/21/2013,5,Thursday,Jueves,Jeudi,21,325,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131122,11/22/2013,6,Friday,Viernes,Vendredi,22,326,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131123,11/23/2013,7,Saturday,Sábado,Samedi,23,327,2/16/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131124,11/24/2013,1,Sunday,Domingo,Dimanche,24,328,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131125,11/25/2013,2,Monday,Lunes,Lundi,25,329,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131126,11/26/2013,3,Tuesday,Martes,Mardi,26,330,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131127,11/27/2013,4,Wednesday,Miércoles,Mercredi,27,331,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131128,11/28/2013,5,Thursday,Jueves,Jeudi,28,332,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131129,11/29/2013,6,Friday,Viernes,Vendredi,29,333,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131130,11/30/2013,7,Saturday,Sábado,Samedi,30,334,2/17/1900,November,Noviembre,Novembre,11,4,2013,2,2,2013,1
20131201,12/1/2013,1,Sunday,Domingo,Dimanche,1,335,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131202,12/2/2013,2,Monday,Lunes,Lundi,2,336,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131203,12/3/2013,3,Tuesday,Martes,Mardi,3,337,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131204,12/4/2013,4,Wednesday,Miércoles,Mercredi,4,338,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131205,12/5/2013,5,Thursday,Jueves,Jeudi,5,339,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131206,12/6/2013,6,Friday,Viernes,Vendredi,6,340,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131207,12/7/2013,7,Saturday,Sábado,Samedi,7,341,2/18/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131208,12/8/2013,1,Sunday,Domingo,Dimanche,8,342,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131209,12/9/2013,2,Monday,Lunes,Lundi,9,343,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131210,12/10/2013,3,Tuesday,Martes,Mardi,10,344,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131211,12/11/2013,4,Wednesday,Miércoles,Mercredi,11,345,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131212,12/12/2013,5,Thursday,Jueves,Jeudi,12,346,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131213,12/13/2013,6,Friday,Viernes,Vendredi,13,347,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131214,12/14/2013,7,Saturday,Sábado,Samedi,14,348,2/19/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131215,12/15/2013,1,Sunday,Domingo,Dimanche,15,349,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131216,12/16/2013,2,Monday,Lunes,Lundi,16,350,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131217,12/17/2013,3,Tuesday,Martes,Mardi,17,351,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131218,12/18/2013,4,Wednesday,Miércoles,Mercredi,18,352,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131219,12/19/2013,5,Thursday,Jueves,Jeudi,19,353,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131220,12/20/2013,6,Friday,Viernes,Vendredi,20,354,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131221,12/21/2013,7,Saturday,Sábado,Samedi,21,355,2/20/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131222,12/22/2013,1,Sunday,Domingo,Dimanche,22,356,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131223,12/23/2013,2,Monday,Lunes,Lundi,23,357,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131224,12/24/2013,3,Tuesday,Martes,Mardi,24,358,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131225,12/25/2013,4,Wednesday,Miércoles,Mercredi,25,359,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131226,12/26/2013,5,Thursday,Jueves,Jeudi,26,360,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131227,12/27/2013,6,Friday,Viernes,Vendredi,27,361,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131228,12/28/2013,7,Saturday,Sábado,Samedi,28,362,2/21/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131229,12/29/2013,1,Sunday,Domingo,Dimanche,29,363,2/22/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131230,12/30/2013,2,Monday,Lunes,Lundi,30,364,2/22/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20131231,12/31/2013,3,Tuesday,Martes,Mardi,31,365,2/22/1900,December,Diciembre,Décembre,12,4,2013,2,2,2013,1
20140101,1/1/2014,4,Wednesday,Miércoles,Mercredi,1,1,1/1/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140102,1/2/2014,5,Thursday,Jueves,Jeudi,2,2,1/1/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140103,1/3/2014,6,Friday,Viernes,Vendredi,3,3,1/1/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140104,1/4/2014,7,Saturday,Sábado,Samedi,4,4,1/1/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140105,1/5/2014,1,Sunday,Domingo,Dimanche,5,5,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140106,1/6/2014,2,Monday,Lunes,Lundi,6,6,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140107,1/7/2014,3,Tuesday,Martes,Mardi,7,7,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140108,1/8/2014,4,Wednesday,Miércoles,Mercredi,8,8,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140109,1/9/2014,5,Thursday,Jueves,Jeudi,9,9,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140110,1/10/2014,6,Friday,Viernes,Vendredi,10,10,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140111,1/11/2014,7,Saturday,Sábado,Samedi,11,11,1/2/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140112,1/12/2014,1,Sunday,Domingo,Dimanche,12,12,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140113,1/13/2014,2,Monday,Lunes,Lundi,13,13,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140114,1/14/2014,3,Tuesday,Martes,Mardi,14,14,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140115,1/15/2014,4,Wednesday,Miércoles,Mercredi,15,15,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140116,1/16/2014,5,Thursday,Jueves,Jeudi,16,16,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140117,1/17/2014,6,Friday,Viernes,Vendredi,17,17,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140118,1/18/2014,7,Saturday,Sábado,Samedi,18,18,1/3/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140119,1/19/2014,1,Sunday,Domingo,Dimanche,19,19,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140120,1/20/2014,2,Monday,Lunes,Lundi,20,20,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140121,1/21/2014,3,Tuesday,Martes,Mardi,21,21,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140122,1/22/2014,4,Wednesday,Miércoles,Mercredi,22,22,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140123,1/23/2014,5,Thursday,Jueves,Jeudi,23,23,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140124,1/24/2014,6,Friday,Viernes,Vendredi,24,24,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140125,1/25/2014,7,Saturday,Sábado,Samedi,25,25,1/4/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140126,1/26/2014,1,Sunday,Domingo,Dimanche,26,26,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140127,1/27/2014,2,Monday,Lunes,Lundi,27,27,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140128,1/28/2014,3,Tuesday,Martes,Mardi,28,28,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140129,1/29/2014,4,Wednesday,Miércoles,Mercredi,29,29,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140130,1/30/2014,5,Thursday,Jueves,Jeudi,30,30,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140131,1/31/2014,6,Friday,Viernes,Vendredi,31,31,1/5/1900,January,Enero,Janvier,1,1,2014,1,3,2013,2
20140201,2/1/2014,7,Saturday,Sábado,Samedi,1,32,1/5/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140202,2/2/2014,1,Sunday,Domingo,Dimanche,2,33,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140203,2/3/2014,2,Monday,Lunes,Lundi,3,34,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140204,2/4/2014,3,Tuesday,Martes,Mardi,4,35,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140205,2/5/2014,4,Wednesday,Miércoles,Mercredi,5,36,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140206,2/6/2014,5,Thursday,Jueves,Jeudi,6,37,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140207,2/7/2014,6,Friday,Viernes,Vendredi,7,38,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140208,2/8/2014,7,Saturday,Sábado,Samedi,8,39,1/6/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140209,2/9/2014,1,Sunday,Domingo,Dimanche,9,40,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140210,2/10/2014,2,Monday,Lunes,Lundi,10,41,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140211,2/11/2014,3,Tuesday,Martes,Mardi,11,42,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140212,2/12/2014,4,Wednesday,Miércoles,Mercredi,12,43,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140213,2/13/2014,5,Thursday,Jueves,Jeudi,13,44,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140214,2/14/2014,6,Friday,Viernes,Vendredi,14,45,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140215,2/15/2014,7,Saturday,Sábado,Samedi,15,46,1/7/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140216,2/16/2014,1,Sunday,Domingo,Dimanche,16,47,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140217,2/17/2014,2,Monday,Lunes,Lundi,17,48,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140218,2/18/2014,3,Tuesday,Martes,Mardi,18,49,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140219,2/19/2014,4,Wednesday,Miércoles,Mercredi,19,50,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140220,2/20/2014,5,Thursday,Jueves,Jeudi,20,51,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140221,2/21/2014,6,Friday,Viernes,Vendredi,21,52,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140222,2/22/2014,7,Saturday,Sábado,Samedi,22,53,1/8/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140223,2/23/2014,1,Sunday,Domingo,Dimanche,23,54,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140224,2/24/2014,2,Monday,Lunes,Lundi,24,55,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140225,2/25/2014,3,Tuesday,Martes,Mardi,25,56,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140226,2/26/2014,4,Wednesday,Miércoles,Mercredi,26,57,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140227,2/27/2014,5,Thursday,Jueves,Jeudi,27,58,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140228,2/28/2014,6,Friday,Viernes,Vendredi,28,59,1/9/1900,February,Febrero,Février,2,1,2014,1,3,2013,2
20140301,3/1/2014,7,Saturday,Sábado,Samedi,1,60,1/9/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140302,3/2/2014,1,Sunday,Domingo,Dimanche,2,61,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140303,3/3/2014,2,Monday,Lunes,Lundi,3,62,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140304,3/4/2014,3,Tuesday,Martes,Mardi,4,63,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140305,3/5/2014,4,Wednesday,Miércoles,Mercredi,5,64,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140306,3/6/2014,5,Thursday,Jueves,Jeudi,6,65,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140307,3/7/2014,6,Friday,Viernes,Vendredi,7,66,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140308,3/8/2014,7,Saturday,Sábado,Samedi,8,67,1/10/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140309,3/9/2014,1,Sunday,Domingo,Dimanche,9,68,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140310,3/10/2014,2,Monday,Lunes,Lundi,10,69,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140311,3/11/2014,3,Tuesday,Martes,Mardi,11,70,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140312,3/12/2014,4,Wednesday,Miércoles,Mercredi,12,71,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140313,3/13/2014,5,Thursday,Jueves,Jeudi,13,72,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140314,3/14/2014,6,Friday,Viernes,Vendredi,14,73,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140315,3/15/2014,7,Saturday,Sábado,Samedi,15,74,1/11/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140316,3/16/2014,1,Sunday,Domingo,Dimanche,16,75,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140317,3/17/2014,2,Monday,Lunes,Lundi,17,76,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140318,3/18/2014,3,Tuesday,Martes,Mardi,18,77,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140319,3/19/2014,4,Wednesday,Miércoles,Mercredi,19,78,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140320,3/20/2014,5,Thursday,Jueves,Jeudi,20,79,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140321,3/21/2014,6,Friday,Viernes,Vendredi,21,80,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140322,3/22/2014,7,Saturday,Sábado,Samedi,22,81,1/12/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140323,3/23/2014,1,Sunday,Domingo,Dimanche,23,82,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140324,3/24/2014,2,Monday,Lunes,Lundi,24,83,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140325,3/25/2014,3,Tuesday,Martes,Mardi,25,84,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140326,3/26/2014,4,Wednesday,Miércoles,Mercredi,26,85,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140327,3/27/2014,5,Thursday,Jueves,Jeudi,27,86,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140328,3/28/2014,6,Friday,Viernes,Vendredi,28,87,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140329,3/29/2014,7,Saturday,Sábado,Samedi,29,88,1/13/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140330,3/30/2014,1,Sunday,Domingo,Dimanche,30,89,1/14/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140331,3/31/2014,2,Monday,Lunes,Lundi,31,90,1/14/1900,March,Marzo,Mars,3,1,2014,1,3,2013,2
20140401,4/1/2014,3,Tuesday,Martes,Mardi,1,91,1/14/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140402,4/2/2014,4,Wednesday,Miércoles,Mercredi,2,92,1/14/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140403,4/3/2014,5,Thursday,Jueves,Jeudi,3,93,1/14/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140404,4/4/2014,6,Friday,Viernes,Vendredi,4,94,1/14/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140405,4/5/2014,7,Saturday,Sábado,Samedi,5,95,1/14/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140406,4/6/2014,1,Sunday,Domingo,Dimanche,6,96,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140407,4/7/2014,2,Monday,Lunes,Lundi,7,97,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140408,4/8/2014,3,Tuesday,Martes,Mardi,8,98,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140409,4/9/2014,4,Wednesday,Miércoles,Mercredi,9,99,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140410,4/10/2014,5,Thursday,Jueves,Jeudi,10,100,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140411,4/11/2014,6,Friday,Viernes,Vendredi,11,101,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140412,4/12/2014,7,Saturday,Sábado,Samedi,12,102,1/15/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140413,4/13/2014,1,Sunday,Domingo,Dimanche,13,103,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140414,4/14/2014,2,Monday,Lunes,Lundi,14,104,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140415,4/15/2014,3,Tuesday,Martes,Mardi,15,105,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140416,4/16/2014,4,Wednesday,Miércoles,Mercredi,16,106,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140417,4/17/2014,5,Thursday,Jueves,Jeudi,17,107,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140418,4/18/2014,6,Friday,Viernes,Vendredi,18,108,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140419,4/19/2014,7,Saturday,Sábado,Samedi,19,109,1/16/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140420,4/20/2014,1,Sunday,Domingo,Dimanche,20,110,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140421,4/21/2014,2,Monday,Lunes,Lundi,21,111,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140422,4/22/2014,3,Tuesday,Martes,Mardi,22,112,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140423,4/23/2014,4,Wednesday,Miércoles,Mercredi,23,113,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140424,4/24/2014,5,Thursday,Jueves,Jeudi,24,114,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140425,4/25/2014,6,Friday,Viernes,Vendredi,25,115,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140426,4/26/2014,7,Saturday,Sábado,Samedi,26,116,1/17/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140427,4/27/2014,1,Sunday,Domingo,Dimanche,27,117,1/18/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140428,4/28/2014,2,Monday,Lunes,Lundi,28,118,1/18/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140429,4/29/2014,3,Tuesday,Martes,Mardi,29,119,1/18/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140430,4/30/2014,4,Wednesday,Miércoles,Mercredi,30,120,1/18/1900,April,Abril,Avril,4,2,2014,1,4,2013,2
20140501,5/1/2014,5,Thursday,Jueves,Jeudi,1,121,1/18/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140502,5/2/2014,6,Friday,Viernes,Vendredi,2,122,1/18/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140503,5/3/2014,7,Saturday,Sábado,Samedi,3,123,1/18/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140504,5/4/2014,1,Sunday,Domingo,Dimanche,4,124,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140505,5/5/2014,2,Monday,Lunes,Lundi,5,125,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140506,5/6/2014,3,Tuesday,Martes,Mardi,6,126,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140507,5/7/2014,4,Wednesday,Miércoles,Mercredi,7,127,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140508,5/8/2014,5,Thursday,Jueves,Jeudi,8,128,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140509,5/9/2014,6,Friday,Viernes,Vendredi,9,129,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140510,5/10/2014,7,Saturday,Sábado,Samedi,10,130,1/19/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140511,5/11/2014,1,Sunday,Domingo,Dimanche,11,131,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140512,5/12/2014,2,Monday,Lunes,Lundi,12,132,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140513,5/13/2014,3,Tuesday,Martes,Mardi,13,133,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140514,5/14/2014,4,Wednesday,Miércoles,Mercredi,14,134,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140515,5/15/2014,5,Thursday,Jueves,Jeudi,15,135,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140516,5/16/2014,6,Friday,Viernes,Vendredi,16,136,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140517,5/17/2014,7,Saturday,Sábado,Samedi,17,137,1/20/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140518,5/18/2014,1,Sunday,Domingo,Dimanche,18,138,1/21/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140519,5/19/2014,2,Monday,Lunes,Lundi,19,139,1/21/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
20140520,5/20/2014,3,Tuesday,Martes,Mardi,20,140,1/21/1900,May,Mayo,Mai,5,2,2014,1,4,2013,2
